1032	0
1033	1
1034	2
1035	3
1036	4
1037	5
1038	6
1039	7
1040	8
1041	9
1042	10
1043	11
1044	12
1045	13
1046	14
1047	15
1048	16
1049	17
1050	18
1051	19
1052	20
1053	21
1054	22
1055	23
1056	24
1057	25
1058	26
1059	27
1060	28
1061	29
1062	30
1063	31
1064	32
1065	33
1066	34
1067	35
1068	36
1069	37
1070	38
1071	39
1072	40
1073	41
1074	42
1075	43
1076	44
1077	45
1078	46
1079	47
1080	48
1081	49
1082	50
1083	51
1084	52
1085	53
1086	54
1087	55
1088	56
1089	57
1090	58
1091	59
1092	60
1093	61
1094	62
1095	63
1096	64
1097	65
1098	66
1099	67
1100	68
1101	69
1102	70
1103	71
1104	72
1105	73
1106	74
1107	75
1108	76
1109	77
1110	78
1111	79
1112	80
1113	81
1114	82
1115	83
1116	84
1117	85
1118	86
1119	87
1120	88
1121	89
1122	90
1123	91
1124	92
1125	93
1126	94
1127	95
1128	96
1129	97
1130	98
1131	99
1132	100
1133	101
1134	102
1135	103
1136	104
1137	105
1138	106
1139	107
1140	108
1141	109
1142	110
1143	111
1144	112
1145	113
1146	114
1147	115
1148	116
1149	117
1150	118
1151	119
1152	120
1153	121
1154	122
1155	123
1156	124
1157	125
1158	126
1159	127
1160	128
1161	129
1162	130
1163	131
1164	132
1165	133
1166	134
1167	135
1168	136
1169	137
1170	138
1171	139
1172	140
1173	141
1174	142
1175	143
1176	144
1177	145
1178	146
1179	147
1180	148
1181	149
1182	150
1183	151
1184	152
1185	153
1186	154
1187	155
1188	156
1189	157
1190	158
1191	159
1192	160
1193	161
1194	162
1195	163
1196	164
1197	165
1198	166
1199	167
1200	168
1201	169
1202	170
1203	171
1204	172
1205	173
1206	174
1207	175
1208	176
1209	177
1210	178
1211	179
1212	180
1213	181
1214	182
1215	183
1216	184
1217	185
1218	186
1219	187
1220	188
1221	189
1222	190
1223	191
1224	192
1225	193
1226	194
1227	195
1228	196
1229	197
1230	198
1231	199
1232	200
1233	201
1234	202
1235	203
1236	204
1237	205
1238	206
1239	207
1240	208
1241	209
1242	210
1243	211
1244	212
1245	213
1246	214
1247	215
1248	216
1249	217
1250	218
1251	219
1252	220
1253	221
1254	222
1255	223
1256	224
1257	225
1258	226
1259	227
1260	228
1261	229
1262	230
1263	231
1264	232
1265	233
1266	234
1267	235
1268	236
1269	237
1270	238
1271	239
1272	240
1273	241
1274	242
1275	243
1276	244
1277	245
1278	246
1279	247
1280	248
1281	249
1282	250
1283	251
1284	252
1285	253
1286	254
1287	255
1288	256
1289	257
1290	258
1291	259
1292	260
1293	261
1294	262
1295	263
1296	264
1297	265
1298	266
1299	267
1300	268
1301	269
1302	270
1303	271
1304	272
1305	273
1306	274
1307	275
